StateCode,StandardComponentId,TwoParentFamilyMaxDependentsRule,SingleParentFamilyMaxDependentsRule,DependentMaximumAgRule,ChildrenOnlyContractMaxChildrenRule,DomesticPartnerAsSpouseIndicator,SameSexPartnerAsSpouseIndicator,MinimumTobaccoFreeMonthsRule,MarketCoverage,DentalOnlyPlan
GA,83502GA0010001,,,Not Applicable,3 or more,,,Not Applicable,,
GA,83502GA0010002,,,Not Applicable,3 or more,,,Not Applicable,,
GA,83502GA0020001,,,Not Applicable,3 or more,,,Not Applicable,,
GA,83502GA0020002,,,Not Applicable,3 or more,,,Not Applicable,,
GA,83502GA0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,83502GA0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
GA,86637GA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
IN,83557IN0010001,,,Not Applicable,3 or more,,,Not Applicable,,
IN,83557IN0010002,,,Not Applicable,3 or more,,,Not Applicable,,
IN,83557IN0020001,,,Not Applicable,3 or more,,,Not Applicable,,
IN,83557IN0020002,,,Not Applicable,3 or more,,,Not Applicable,,
IN,83557IN0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,83557IN0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
IN,91920IN0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
IN,91920IN0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,18802LA0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,42544LA0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
LA,78461LA0010001,,,Not Applicable,3 or more,,,Not Applicable,,
LA,78461LA0010002,,,Not Applicable,3 or more,,,Not Applicable,,
LA,78461LA0020001,,,Not Applicable,3 or more,,,Not Applicable,,
LA,78461LA0020002,,,Not Applicable,3 or more,,,Not Applicable,,
LA,78461LA0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
LA,78461LA0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MI,11083MI0100001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
MI,11083MI0110001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
MO,29416MO0010001,,,Not Applicable,3 or more,,,Not Applicable,,
MO,29416MO0010002,,,Not Applicable,3 or more,,,Not Applicable,,
MO,29416MO0020001,,,Not Applicable,3 or more,,,Not Applicable,,
MO,29416MO0020002,,,Not Applicable,3 or more,,,Not Applicable,,
MO,29416MO0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MO,29416MO0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
MS,11324MS0010001,,,Not Applicable,3 or more,,,Not Applicable,,
MS,11324MS0010002,,,Not Applicable,3 or more,,,Not Applicable,,
MS,11324MS0020001,,,Not Applicable,3 or more,,,Not Applicable,,
MS,11324MS0020002,,,Not Applicable,3 or more,,,Not Applicable,,
MS,49374MS0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,49374MS0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,49374MS0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,49374MS0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,49374MS0010005,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,49374MS0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
MS,60328MS0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NC,40435NC0170001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
NC,40435NC0180001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
NC,94482NC0010001,,,Not Applicable,3 or more,,,Not Applicable,,
NC,94482NC0010002,,,Not Applicable,3 or more,,,Not Applicable,,
NC,94482NC0020001,,,Not Applicable,3 or more,,,Not Applicable,,
NC,94482NC0020002,,,Not Applicable,3 or more,,,Not Applicable,,
NC,94482NC0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NC,94482NC0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
ND,73751ND0080001,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080003,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080005,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080007,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080009,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080011,3 or more,3 or more,25,3 or more,Yes,Yes,6,,
ND,73751ND0080002,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,73751ND0080004,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,73751ND0080006,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,73751ND0080008,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,73751ND0080010,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,73751ND0080012,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
ND,75329ND0010001,,,Not Applicable,3 or more,,,Not Applicable,,
ND,75329ND0010002,,,Not Applicable,3 or more,,,Not Applicable,,
TN,14002TN0180001,3 or more,3 or more,Not Applicable,1,No,No,Not Applicable,,
TN,14002TN0180002,3 or more,3 or more,Not Applicable,1,No,No,Not Applicable,,
WI,57845WI0010006,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
WI,57845WI0010008,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
WI,57845WI0010010,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
WI,57845WI0010012,1,1,Not Applicable,1,Yes,Yes,Not Applicable,,
WI,81335WI0120001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
WI,81335WI0130001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
ND,75329ND0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
ND,75329ND0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
NJ,79422NJ0010001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
NJ,79422NJ0020001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
NJ,91661NJ2290002,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2300001,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2300003,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2300004,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2300007,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2300015,3 or more,3 or more,31,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2310001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2320001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,91661NJ2330001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0210001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0190001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0200001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0230001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0170001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0180001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0120002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0040002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0100002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0020002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0090002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0010002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0110002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0160002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0140002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0130002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0150002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0070002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
NJ,97057NJ0220002,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
OK,40254OK0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
OK,40254OK0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
OK,40254OK0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
OK,40254OK0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
OK,45689OK0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
OK,45689OK0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
DE,48664DE0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,48664DE0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,48664DE0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,48664DE0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,48664DE0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
DE,48664DE0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
DE,48664DE0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
DE,48664DE0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
DE,67775DE0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,67775DE0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
DE,67775DE0030001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,SHOP (Small Group),Yes
MI,15560MI0350003,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
MI,15560MI0350004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
MI,20393MI0040004,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,No
MI,20393MI0040010,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,No
MI,20393MI0040009,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,No
MI,98185MI0440004,3 or more,3 or more,25,3 or more,No,No,6,Individual,No
UT,14948UT0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020001,,,Not Applicable,3 or more,,,Not Applicable,Individual,Yes
UT,42757UT0020002,,,Not Applicable,3 or more,,,Not Applicable,Individual,Yes
UT,42757UT0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,Individual,Yes
UT,42757UT0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,Individual,Yes
OK,77760OK0020001,,,26,,,,,,
OK,77760OK0020002,,,26,,,,,,
OK,77760OK0030001,,,,,,,,,
OK,77760OK0030002,,,,,,,,,
OK,77760OK0040001,,,,,,,,,
OK,77760OK0040002,,,,,,,,,
OK,87571OK0400009,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400008,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400006,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400005,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400004,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400003,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0400001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0390004,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0390003,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0390002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
OK,87571OK0390001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,15614PA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,15614PA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,15614PA0030001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,15614PA0040001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,16481PA0070001,3 or more,3 or more,26,1,Yes,Yes,Not Applicable,,
PA,16481PA0070002,1,1,26,1,Yes,Yes,Not Applicable,,
PA,16481PA0070003,3 or more,3 or more,26,1,Yes,Yes,Not Applicable,,
PA,16481PA0070004,1,1,26,1,Yes,Yes,Not Applicable,,
PA,16481PA0070006,1,1,26,1,Yes,Yes,Not Applicable,,
PA,16481PA0070005,3 or more,3 or more,26,1,Yes,Yes,Not Applicable,,
PA,46518PA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,46518PA0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,49275PA0210001,,,Not Applicable,,,,,,
PA,49275PA0170001,,,Not Applicable,,,,,,
PA,49275PA0180001,,,Not Applicable,,,,,,
PA,49275PA0190001,,,Not Applicable,,,,,,
PA,49275PA0200001,,,Not Applicable,,,,,,
PA,49275PA0220002,,,26,,,,,,
PA,49275PA0120002,,,26,,,,,,
PA,49275PA0040002,,,26,,,,,,
PA,49275PA0100002,,,26,,,,,,
PA,49275PA0020002,,,26,,,,,,
PA,49275PA0090002,,,26,,,,,,
PA,49275PA0010002,,,26,,,,,,
PA,49275PA0110002,,,26,,,,,,
PA,49275PA0230002,,,26,,,,,,
PA,49275PA0240002,,,26,,,,,,
PA,49275PA0160002,,,26,,,,,,
PA,49275PA0140002,,,26,,,,,,
PA,49275PA0130002,,,26,,,,,,
PA,49275PA0150002,,,26,,,,,,
PA,49275PA0070002,,,26,,,,,,
PA,71933PA0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
PA,71933PA0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
PA,71933PA0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
PA,71933PA0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
PA,71933PA0020005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
PA,71933PA0020006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
TX,24349TX0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
TX,24349TX0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
TX,33602TX0600007,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,33602TX0600005,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,33602TX0600008,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
TX,33602TX0600006,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0010001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0010002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0010004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0010006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0020001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0020002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0020004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0020006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0030001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0030002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0030004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0030006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0040001,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0040002,3 or more,3 or more,Not Applicable,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0040004,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,82110PA0040006,3 or more,3 or more,26,3 or more,Yes,Yes,Not Applicable,,
PA,98060PA0170001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
PA,98060PA0180001,3 or more,3 or more,21,3 or more,No,No,Not Applicable,,
SC,89281SC0010001,,,Not Applicable,3 or more,,,Not Applicable,,
SC,89281SC0010002,,,Not Applicable,3 or more,,,Not Applicable,,
SC,89281SC0020001,,,Not Applicable,3 or more,,,Not Applicable,,
SC,89281SC0020002,,,Not Applicable,3 or more,,,Not Applicable,,
SC,89281SC0010003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
SC,89281SC0010004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
SC,89281SC0010005,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
SC,89281SC0010006,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
SC,89281SC0020003,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
SC,89281SC0020004,3 or more,3 or more,26,,Yes,Yes,Not Applicable,,
